slug,last_commit_date,language,determination_tool,determination_date
elitedawn/vb-rdpclient,2019-01-08T15:10:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
error22h/League-of-stick-Men,2019-01-08T15:56:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
Ajerbouh/symfony-demo-master,2019-01-08T16:02:27Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T13:08:15Z
jbossdemocentral/rhpam7-complaints-management-demo-repo,2019-01-08T16:04:10Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T13:08:15Z
TristanBilot/Sudoku-solver-generator,2019-01-08T16:05:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
micksmix/RegUpdateAllUsers,2019-01-08T18:21:50Z,VBScript,github-linguist 8.0.1,2024-10-17T13:08:15Z
TonyHoanTrinh/VideoGameProjectFroggerCloneInVBasic,2019-01-08T18:36:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
GabDav1/Game-of-Life-VBA,2019-01-08T19:54:20Z,VBA,github-linguist 8.0.1,2024-10-17T13:08:15Z
KonstantinAvdeenko/Arithmometer_for_integer_numbers_of_decimal_and_binary_number_systems,2016-07-09T14:06:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
weerazero/Kickstarter-Predict,2019-01-08T20:36:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
aalexsmithh/collection-of-vbas,2019-01-08T22:07:42Z,VBA,github-linguist 8.0.1,2024-10-17T13:08:15Z
BrianKelly24/BankAdminSys,2019-01-08T23:55:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T13:08:15Z
totimx/tategyoku,2019-01-06T07:23:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
Kaztakagi/Base-de-Dados-Felix,2019-01-07T01:27:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
philipellisis/TextSearchingTool,2019-01-07T02:22:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
xxdoc/rsab_vb6,2019-01-07T03:41:41Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T22:03:23Z
iyosi21/ItemAllCopy,2019-01-07T03:56:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
iyosi21/PDFRename,2019-01-07T04:25:59Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
wanbasofi/karyawan,2019-01-07T05:06:56Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T22:03:23Z
iyosi21/kousei_hikaku,2019-01-07T05:22:16Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
PaulDeyouZhuang/errandsAutoFilling_fireStation,2019-01-07T05:44:27Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
nestorhonra/SGMS,2019-01-07T05:59:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
ElliotFriedman/DRC3,2019-01-07T06:07:28Z,BASIC,github-linguist 8.0.1,2024-10-17T22:03:23Z
chaowarinch/vb,2019-01-07T06:46:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
hotlandsoftware/Chatterbox-001-UP1,2019-01-07T07:28:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
hotlandsoftware/Hotlands-Antivirus,2019-01-07T07:35:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
hotlandsoftware/chatterbox300,2019-01-07T07:43:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
fuku2014/VBA-PSCreater,2019-01-07T07:49:09Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
STP5940/Pa_DevEgat,2019-01-07T07:51:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
struggledhard/shortcut-keys-for-web-pages,2019-01-07T08:35:33Z,VBScript,github-linguist 8.0.1,2024-10-17T22:03:23Z
mouriisrat/Doc-to-Pdf-pdf-to-png,2019-01-07T08:47:15Z,VBScript,github-linguist 8.0.1,2024-10-17T22:03:23Z
ahmedmalmoselhy/DataStructure-With-VB,2019-01-06T17:47:45Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
yobra254/Tax-System,2019-01-07T10:34:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
yobra254/VisualStudio-Access,2019-01-07T10:46:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
bertnp/update_vmdk,2019-01-07T11:06:02Z,VBScript,github-linguist 8.0.1,2024-10-17T22:03:23Z
th3ken-dev/Win10-Ayar,2019-01-07T14:53:11Z,VBScript,github-linguist 8.0.1,2024-10-17T22:03:23Z
ivanvasilevich55/ServerClientSockets,2019-01-07T15:00:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
yoann-darche/RetroBasicCode,2019-01-07T15:28:23Z,BASIC,github-linguist 8.0.1,2024-10-17T22:03:23Z
jamppiharju/WakeOnLan,2019-01-07T15:43:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
JoseMMV/GitLearning,2019-01-07T15:20:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
broggerAccenture/David,2019-01-07T15:48:06Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
alexberloffe/SAPGUI_Automation_VBScript,2019-01-07T16:02:33Z,VBScript,github-linguist 8.0.1,2024-10-17T22:03:23Z
alexberloffe/MSOFFICE_Automation_VBasic,2019-01-07T16:09:30Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
pkolaska/ado_net_projekt,2019-01-07T16:29:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
ivanvasilevich55/tcp-ip-server-client,2019-01-07T16:42:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
oesiXD/esto-es-nuevo,2019-01-07T19:06:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
br7373/math,2019-01-07T19:37:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
KonstantinAvdeenko/Number_converter_from_binary_and_above_number_systems_to_decimal_number_system_and_from_decimal_num,2016-07-02T14:45:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
suyeonORG/Staggered-Isometric-map-VB,2019-01-07T20:04:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
impurity/shipwrightcalc,2019-01-07T20:28:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
DINT-1819-WPF/Criptomonedas,2019-01-07T22:32:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T22:03:23Z
mattiss/vbastuff,2019-01-07T23:57:06Z,VBA,github-linguist 8.0.1,2024-10-17T22:03:23Z
samdixon/dockerfiles,2019-01-06T00:13:46Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T23:04:00Z
moisespr123/PerfectCompress,2019-01-06T01:31:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
4satrya/InventoryApps,2018-11-03T03:00:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
patil24neha/Hotel-Management,2019-01-06T01:49:18Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T23:04:00Z
carrazanap/VB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-17T23:04:00Z
amalazza/Projek-VB-PNJ,2019-01-06T03:39:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
KenzieMac130/MusicLog-Legacy,2019-01-06T04:45:10Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-17T23:04:00Z
shivani-mehan/Sudoku-Solver,2019-01-06T06:36:56Z,VBA,github-linguist 8.0.1,2024-10-17T23:04:00Z
wendychau/HW-2-VBA,2019-01-06T07:28:09Z,VBA,github-linguist 8.0.1,2024-10-17T23:04:00Z
csMiz/PerspectiveTransformation,2019-01-06T13:38:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
nicholasljw95/software-engineering-interface,2019-01-06T14:19:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
DenielPereira/Prestadores-FCCR,2019-01-06T16:22:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
moayyaed/SpiderPOS-cloud,2019-01-06T16:24:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
masbhanoman/reply_with_token_num_outlook_vba,2019-01-06T18:26:17Z,VBA,github-linguist 8.0.1,2024-10-17T23:04:00Z
Akshaysat/Excel-VBA-backtesting-tool,2019-01-06T19:00:05Z,VBA,github-linguist 8.0.1,2024-10-17T23:04:00Z
DeliriousGod/keylogger,2019-01-06T21:19:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-17T23:04:00Z
xxdoc/visual-basic,2019-01-05T01:13:59Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T19:03:48Z
spokeshave/LGO_test,2018-12-28T14:56:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
Zapre/PlagiarisePWN,2019-01-05T05:24:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
PhasitLoedsirisorn/LaBVB,2019-01-05T07:31:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
GamilYassin/Helper,2019-01-05T09:56:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
nasersobhan/bulk-renamer-vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T19:03:48Z
muhamedalahmed/Pong,2019-01-05T11:23:00Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T19:03:48Z
k8ight/FastDownloader,2019-01-05T12:08:20Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
TChagneau/NotePad,2019-01-05T13:30:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
mBr001/TitanAccountConverter,2019-01-05T13:53:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
KentaTabuchi/OderPracticeVBA,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T19:03:48Z
CameronRDowner/Job-Costing-Calculator,2019-01-05T17:28:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
ghost-pokemon/Rdmfullreboot,2019-01-05T19:57:42Z,VBScript,github-linguist 8.0.1,2024-10-18T19:03:48Z
jhills5821/VBA-of-Wall-Street,2019-01-05T20:18:35Z,VBA,github-linguist 8.0.1,2024-10-18T19:03:48Z
mohabbat19/VisualBasicHomework,2019-01-05T20:23:48Z,VBScript,github-linguist 8.0.1,2024-10-18T19:03:48Z
AnandaRauf/Management-ControlNewStuandNewTeacher-Not-Complted-Source-Code,2019-01-05T21:10:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
jrothrock/cu_grades,2019-01-05T21:11:03Z,VBA,github-linguist 8.0.1,2024-10-18T19:03:48Z
josegbravom/MiniAplicacionPruebaTecnica1,2019-01-05T21:15:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
3dfernando/CNC-Coil-Winding-Machine,2019-01-05T22:26:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
benblucas/IncomeTaxCalculatorVS,2019-01-05T22:32:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T19:03:48Z
mvanbraeckel/McD-Menu,2019-01-04T00:10:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
jclaudio12/HandHelEnvios,2019-01-04T00:56:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
morishu1108/IchigoJam-KaniRobo2018,2019-01-04T01:17:17Z,BASIC,github-linguist 8.0.1,2024-10-18T20:03:53Z
davidcobogithub/MinisterioDigital_DC,2019-01-04T01:42:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
quruli/survey-mysql-vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T20:03:53Z
coinfeigm/excel-compare-tool-vb,2019-01-04T02:05:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
coinfeigm/nurse-aid-overtime-shift-vb,2019-01-04T02:08:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
coinfeigm/nurse-aid-long-night-day-shift-vb,2019-01-04T02:09:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
yunlongzeng/vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T20:03:53Z
kostya-x/macros-for-corel,2019-01-04T07:20:29Z,VBA,github-linguist 8.0.1,2024-10-18T20:03:53Z
mastrofinimanuel/vb6-basic-project,2019-01-04T08:26:45Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T20:03:53Z
PoetralesanA/Account-Checking-wifi,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T20:03:53Z
PabloInnopulse/NugetServer,2019-01-04T09:28:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
JGray24/ImportProject2_accdb,2019-01-04T10:59:14Z,VBA,github-linguist 8.0.1,2024-10-18T20:03:53Z
gabriel-os/Mapeador-de-rede,2019-01-04T11:11:09Z,VBA,github-linguist 8.0.1,2024-10-18T20:03:53Z
rmarinpa/ConstructoraFV,2019-01-04T12:31:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
vgrillot/supersonic-machine,2019-01-04T13:06:27Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T20:03:53Z
QuangTran4810/test1,2019-01-04T14:19:55Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T20:03:53Z
Hsury/FLAT-2048,2018-11-20T04:39:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
Hsury/Magnet-URI-Catalyst,2018-11-20T04:39:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
Hsury/NetworkBench-Client-Monitor,2018-11-20T04:39:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
Hsury/NetworkBench-Client-Silent-Installer,2017-04-06T06:30:29Z,VBScript,github-linguist 8.0.1,2024-10-18T20:03:53Z
goncalojustino/scripts,2019-01-04T15:55:25Z,VBScript,github-linguist 8.0.1,2024-10-18T20:03:53Z
sreejithmuralidharan/Excel_VBA,2019-01-04T16:52:41Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
GeekyLumberjack/VBA-automation,2019-01-04T17:09:52Z,VBA,github-linguist 8.0.1,2024-10-18T20:03:53Z
brentrbennett/htmlsig,2019-01-04T18:53:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
digeta/travon,2019-01-04T19:49:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
dbstolz/supportops-bdma,2019-01-04T20:33:48Z,VBScript,github-linguist 8.0.1,2024-10-18T20:03:53Z
PoetralesanA/Membuat-Jaringan-Pada-Windows-menggunakan-VB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T20:03:53Z
Red-Scorpion-Dev/Flood,2018-12-17T12:13:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T20:03:53Z
ejhagee/StockSummer,2019-01-03T01:35:11Z,VBScript,github-linguist 8.0.1,2024-10-18T21:03:32Z
joshleblanc/GameOff2018,2019-01-03T02:21:18Z,FreeBasic,github-linguist 8.0.1,2024-10-18T21:03:32Z
jotten7137/Excel-Homework,2019-01-03T02:32:04Z,VBScript,github-linguist 8.0.1,2024-10-18T21:03:32Z
m-haketa/dirwrapper,2019-01-03T02:25:14Z,VBA,github-linguist 8.0.1,2024-10-18T21:03:32Z
Johgjc/ShutdownQPCore_Script,2019-01-03T02:54:46Z,VBScript,github-linguist 8.0.1,2024-10-18T21:03:32Z
Silverutm/Jeopardy,2019-01-03T03:36:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
365sec/twannacry,2019-01-03T03:40:30Z,VBScript,github-linguist 8.0.1,2024-10-18T21:03:32Z
theGreg/NetworkDesigner,2018-12-17T07:12:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
amalazza/Golden-Stadium-VB,2019-01-03T05:19:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
Mitch-SB/PointOfSaleVB,2019-01-03T08:29:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
ariel996/VisualStudio2012-Calculator,2019-01-03T08:45:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
pluza503/TestCode,2019-01-03T09:31:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
Prompornju/jknjknjk,2019-01-03T09:54:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
natthapornn/ZET,2019-01-03T10:01:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
phattiyafaii/VBLAB1,2019-01-03T10:05:20Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
sml2/PortForwarding,2019-01-03T10:45:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
wangchaoyu1992/VB,2016-03-20T09:08:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
wangchaoyu1992/VB2,2018-02-01T05:41:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
wangchaoyuwangchaoyu/vb,2016-03-20T09:08:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
ParulDixit-Spok/samplevb6,2019-01-03T12:00:42Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T21:03:32Z
muxall/Automation,2019-01-03T12:05:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
jclaudio12/Handhel1,2018-12-31T16:55:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
dftell/PK10VBClient,2019-01-03T14:20:43Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T21:03:32Z
iyosi21/FIRST_SPACE_DELETE,2019-01-03T15:40:45Z,VBA,github-linguist 8.0.1,2024-10-18T21:03:32Z
Bryan-Barrows/02-VBA,2019-01-03T15:41:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
milena22i/LULA-38LL,2019-01-03T15:49:49Z,VBScript,github-linguist 8.0.1,2024-10-18T21:03:32Z
michaelSchweer/excel_userform,2019-01-03T15:57:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
dkote93/Indomitable-Inventory-Control,2019-01-03T14:16:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
ZeroPointGaming/SimpleDownloadManager,2019-01-03T18:22:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
LaurieY/V6-SS2K-6,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T21:03:32Z
TheSiyuan/Synergy-Est-Book-VBA,2019-01-03T19:21:45Z,VBA,github-linguist 8.0.1,2024-10-18T21:03:32Z
bartashevich/text-editor,2019-01-03T19:42:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
bartashevich/serial-communication,2019-01-03T20:03:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
effacestudios/OrangeXBrowserIncomplete,2019-01-03T20:07:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
stando2222/bazen,2019-01-03T21:41:58Z,FreeBasic,github-linguist 8.0.1,2024-10-18T21:03:32Z
extragornax/ACR122U-files,2019-01-03T22:24:49Z,C,github-linguist 8.0.1,2024-10-18T21:03:32Z
olcseal/Diagger,2019-01-03T23:15:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
PoetralesanA/Insert-Pdf-to-MySql-Using-Vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T21:03:32Z
mvanbraeckel/Blackjack,2019-01-03T23:57:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T21:03:32Z
francis-devbr/ludo-desk,2019-01-02T01:16:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
tytannial/FO2RP-Chinese-Localization,2019-01-02T01:37:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
OS2World/DEV-SAMPLES-BASIC-PM-Pronto_samples,2019-01-02T02:25:03Z,BASIC,github-linguist 8.0.1,2024-10-18T22:03:40Z
pleasedance/docker-compose,2019-01-02T03:12:18Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T22:03:40Z
Chillrend/dbahn-vb,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-18T22:03:40Z
camelnth/demo,2019-01-02T06:54:58Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T22:03:40Z
YukiZV/VB6,2019-01-02T07:16:05Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T22:03:40Z
dcnocomment/Robotics,2019-01-02T08:00:17Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T22:03:40Z
DeanTevin/VB_ZooMS,2019-01-02T12:23:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
stevechan1993/WSN-Serial,2019-01-02T12:28:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
TestScript1/Spok-Medicall-XNAlarm,2019-01-02T12:51:24Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T22:03:40Z
BlessJ/NewProj,2019-01-02T13:11:07Z,VBScript,github-linguist 8.0.1,2024-10-18T22:03:40Z
kyogendra/test,2019-01-02T13:34:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
rikolondong/Aplikasi-Sewa-Futsal,2019-01-02T15:20:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
ConnectWise-Citizen-Developers/ManageBestPractices,2019-01-02T15:35:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
kimabrown/Principal-of-Programming-Project,2019-01-02T15:49:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
ilyapashuk/VirtualBoxAccessableStarter,2019-01-02T15:30:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
shou6216/WindowsFormUsage,2019-01-02T15:58:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
hfelicio/outlook_archive,2019-01-02T16:06:03Z,VBA,github-linguist 8.0.1,2024-10-18T22:03:40Z
dbeattie71/ak,2018-12-31T16:31:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
byteBridge/comp-lock,2019-01-02T17:45:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
Haltarys/Darkest-Dungeon-Saver,2019-01-02T17:54:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
The-Vanner/DrinkingBird,2019-01-02T18:27:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
tmontney/MSD-Notifier,2019-01-02T18:48:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
jopeek/browserchooser,2017-06-12T16:27:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
Hardabell/VBabsen,2019-01-02T20:24:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
Hardabell/absens,2019-01-02T20:36:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
smklancher/KTM-Dev-Menu,2019-01-02T21:00:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
hhautomatizacion/graficasecadoras,2019-01-02T21:01:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
Anpatel95/Visual-Basic,2019-01-02T21:15:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
VClude/OrderGanVB,2018-12-18T07:05:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
Sasha-PowerPoint/Dimaxing,2019-01-02T22:07:24Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-18T22:03:40Z
VClude/OrderGanWPF,2018-12-18T11:25:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-18T22:03:40Z
JohnsonCheung/StockShipCost,2019-01-02T12:00:00Z,VBA,github-linguist 8.0.1,2024-10-19T05:00:00Z
neelanqj/Old-Hobowars-Cheat,2019-01-01T00:52:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
ariastro/AntrianCS-Teller,2019-01-01T05:00:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
OniSensei/BulbascraperDotNet,2019-01-01T06:30:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
mohomad7/ConsoleApplication,2019-01-01T18:40:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
TheOneCodes/TheOneBotCLI,2019-01-01T08:56:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
malikcoop/Test,2019-01-01T22:10:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
mcgraf/GoogleSpeechToTextApiDemo,2019-01-01T12:13:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
hhoang-be/snapshot-vba,2019-01-01T14:03:56Z,VBA,github-linguist 8.0.1,2024-10-19T06:29:37Z
Captain-ALM/Flashcard-Maker,2018-08-26T18:42:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
asgerfv/the_little_pixy2,2019-01-01T15:07:58Z,BASIC,github-linguist 8.0.1,2024-10-19T06:29:37Z
sri-vr/SuperMarket-Management-System,2019-01-01T15:56:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
blancopedro/Group-or-Ungrouping-a-Worksheet,2019-01-01T16:17:03Z,VBA,github-linguist 8.0.1,2024-10-19T06:29:37Z
cardmagik/GhostWriter,2019-01-01T17:44:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
erinaldo/ib,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-19T06:29:37Z
tomopap/modeling,2019-01-01T19:10:16Z,VBA,github-linguist 8.0.1,2024-10-19T06:29:37Z
SnowsongWolf/Moonplush,2019-01-01T19:16:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
ufairooh/crud_vb,2019-01-01T19:45:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-19T06:29:37Z
